Year,Month,Day,Weekday,MYRUSD,SGDUSD,THBUSD,USDIDR
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,1,1,3379.195,3379.195,430.08084,14725.526
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
2024,10,2,2,3380.1558,3380.1558,434.03998,14800.794
