Bahan_pangan,Daerah,Year,Month,Day,Weekday,Google_trends
4,6,2024,10,1,1,37.597965
4,7,2024,10,1,1,36.9331
4,8,2024,10,1,1,34.02755
4,9,2024,10,1,1,41.67517
4,10,2024,10,1,1,41.67517
4,11,2024,10,1,1,44.63984
4,12,2024,10,1,1,49.402077
4,13,2024,10,1,1,36.951237
4,14,2024,10,1,1,30.060287
4,15,2024,10,1,1,38.420372
4,16,2024,10,1,1,38.420372
4,17,2024,10,1,1,39.06175
4,18,2024,10,1,1,36.719185
4,20,2024,10,1,1,38.18536
4,19,2024,10,1,1,42.63231
4,21,2024,10,1,1,37.909073
4,22,2024,10,1,1,36.512775
4,24,2024,10,1,1,38.68382
4,23,2024,10,1,1,36.113026
4,25,2024,10,1,1,38.319286
4,26,2024,10,1,1,42.325947
4,27,2024,10,1,1,37.909187
4,28,2024,10,1,1,39.406994
4,29,2024,10,1,1,38.99527
4,30,2024,10,1,1,38.4871
4,31,2024,10,1,1,45.349762
4,32,2024,10,1,1,45.541737
4,33,2024,10,1,1,45.541737
5,0,2024,10,1,1,37.13403
5,1,2024,10,1,1,37.277275
5,2,2024,10,1,1,36.20541
5,3,2024,10,1,1,36.327312
5,4,2024,10,1,1,36.63142
5,5,2024,10,1,1,36.967102
5,6,2024,10,1,1,38.155212
5,7,2024,10,1,1,38.40111
5,8,2024,10,1,1,36.756977
5,9,2024,10,1,1,38.29327
5,10,2024,10,1,1,38.29327
5,11,2024,10,1,1,36.495937
5,12,2024,10,1,1,37.45571
5,13,2024,10,1,1,38.25025
5,14,2024,10,1,1,37.247257
5,15,2024,10,1,1,38.253494
5,16,2024,10,1,1,38.253494
5,17,2024,10,1,1,37.970238
5,18,2024,10,1,1,37.665657
5,20,2024,10,1,1,38.33888
5,19,2024,10,1,1,39.285156
5,21,2024,10,1,1,38.069973
5,22,2024,10,1,1,37.59322
5,24,2024,10,1,1,38.07752
5,23,2024,10,1,1,37.51302
5,25,2024,10,1,1,37.510475
5,26,2024,10,1,1,38.036945
5,27,2024,10,1,1,37.47297
5,28,2024,10,1,1,38.736446
5,29,2024,10,1,1,37.540436
5,30,2024,10,1,1,37.699326
5,31,2024,10,1,1,38.440514
5,32,2024,10,1,1,37.905556
5,33,2024,10,1,1,37.905556
6,0,2024,10,1,1,36.967216
6,1,2024,10,1,1,37.110462
6,2,2024,10,1,1,36.038597
6,3,2024,10,1,1,36.1605
6,4,2024,10,1,1,36.464607
6,5,2024,10,1,1,36.953575
6,6,2024,10,1,1,37.9884
6,7,2024,10,1,1,38.2343
6,8,2024,10,1,1,36.756977
6,9,2024,10,1,1,38.29327
6,10,2024,10,1,1,38.29327
6,11,2024,10,1,1,36.495937
6,12,2024,10,1,1,37.45571
6,13,2024,10,1,1,38.25025
6,14,2024,10,1,1,37.247257
6,15,2024,10,1,1,38.253494
6,16,2024,10,1,1,38.253494
6,17,2024,10,1,1,37.970238
6,18,2024,10,1,1,37.665657
6,20,2024,10,1,1,38.33888
6,19,2024,10,1,1,39.285156
6,21,2024,10,1,1,38.069973
6,22,2024,10,1,1,37.59322
6,24,2024,10,1,1,38.07752
6,23,2024,10,1,1,37.51302
6,25,2024,10,1,1,37.510475
6,26,2024,10,1,1,38.036945
6,27,2024,10,1,1,37.47297
6,28,2024,10,1,1,38.736446
6,29,2024,10,1,1,37.540436
6,30,2024,10,1,1,37.699326
6,31,2024,10,1,1,38.440514
6,32,2024,10,1,1,37.905556
6,33,2024,10,1,1,37.905556
7,0,2024,10,1,1,37.2331
7,1,2024,10,1,1,37.525925
7,2,2024,10,1,1,36.74713
7,3,2024,10,1,1,37.00403
7,4,2024,10,1,1,36.147873
7,5,2024,10,1,1,34.9309
7,6,2024,10,1,1,36.650173
7,7,2024,10,1,1,37.34292
7,8,2024,10,1,1,27.001692
7,9,2024,10,1,1,36.172173
7,10,2024,10,1,1,36.172173
7,11,2024,10,1,1,33.516857
7,12,2024,10,1,1,36.5927
7,13,2024,10,1,1,38.33165
7,14,2024,10,1,1,37.267574
7,15,2024,10,1,1,38.27381
7,16,2024,10,1,1,38.27381
7,17,2024,10,1,1,37.990555
7,18,2024,10,1,1,37.81864
7,20,2024,10,1,1,38.51724
7,19,2024,10,1,1,39.75684
7,21,2024,10,1,1,38.248333
7,22,2024,10,1,1,37.77158
7,24,2024,10,1,1,38.184364
7,23,2024,10,1,1,37.650696
7,25,2024,10,1,1,37.61732
7,26,2024,10,1,1,38.583153
7,27,2024,10,1,1,37.603718
7,28,2024,10,1,1,35.606518
7,29,2024,10,1,1,38.303673
7,30,2024,10,1,1,37.77715
7,31,2024,10,1,1,38.558567
7,32,2024,10,1,1,38.048454
7,33,2024,10,1,1,38.048454
8,0,2024,10,1,1,38.919823
8,1,2024,10,1,1,37.316204
8,2,2024,10,1,1,18.553185
8,3,2024,10,1,1,35.381557
8,4,2024,10,1,1,21.609634
8,5,2024,10,1,1,2.4696476
8,6,2024,10,1,1,36.53974
8,7,2024,10,1,1,36.953976
8,8,2024,10,1,1,1.3694445
8,9,2024,10,1,1,-0.49736324
8,10,2024,10,1,1,-0.49736324
8,11,2024,10,1,1,-1.1875522
8,12,2024,10,1,1,34.66391
8,13,2024,10,1,1,36.817173
8,14,2024,10,1,1,33.761482
8,15,2024,10,1,1,37.790436
8,16,2024,10,1,1,37.790436
8,17,2024,10,1,1,37.50718
8,18,2024,10,1,1,37.216507
8,20,2024,10,1,1,37.902588
8,19,2024,10,1,1,36.480114
8,21,2024,10,1,1,37.656624
8,22,2024,10,1,1,37.313484
8,24,2024,10,1,1,38.06734
8,23,2024,10,1,1,37.34225
8,25,2024,10,1,1,37.315495
8,26,2024,10,1,1,33.29187
8,27,2024,10,1,1,36.490997
8,28,2024,10,1,1,31.533274
8,29,2024,10,1,1,38.334473
8,30,2024,10,1,1,39.966675
8,31,2024,10,1,1,39.216885
8,32,2024,10,1,1,40.908012
8,33,2024,10,1,1,40.908012
9,0,2024,10,1,1,38.82369
9,1,2024,10,1,1,34.515537
9,2,2024,10,1,1,3.8016644
9,3,2024,10,1,1,37.43731
9,4,2024,10,1,1,25.601423
9,5,2024,10,1,1,6.9691916
9,6,2024,10,1,1,40.28812
9,7,2024,10,1,1,36.052757
9,8,2024,10,1,1,3.0771673
9,9,2024,10,1,1,6.1749597
9,10,2024,10,1,1,6.1749597
9,11,2024,10,1,1,2.9070249
9,12,2024,10,1,1,36.903557
9,13,2024,10,1,1,41.554733
9,14,2024,10,1,1,34.449337
9,15,2024,10,1,1,39.599037
9,16,2024,10,1,1,39.599037
9,17,2024,10,1,1,39.36763
9,18,2024,10,1,1,37.328938
9,20,2024,10,1,1,38.71147
9,19,2024,10,1,1,30.667128
9,21,2024,10,1,1,38.71147
9,22,2024,10,1,1,38.4001
9,24,2024,10,1,1,38.169678
9,23,2024,10,1,1,41.560978
9,25,2024,10,1,1,37.090454
9,26,2024,10,1,1,26.27038
9,27,2024,10,1,1,37.16247
9,28,2024,10,1,1,28.803085
9,29,2024,10,1,1,39.08787
9,30,2024,10,1,1,42.057858
9,31,2024,10,1,1,38.59047
9,32,2024,10,1,1,36.539013
9,33,2024,10,1,1,36.539013
10,0,2024,10,1,1,36.21412
10,1,2024,10,1,1,31.391762
10,2,2024,10,1,1,4.1667657
10,3,2024,10,1,1,36.36573
10,4,2024,10,1,1,26.353064
10,5,2024,10,1,1,7.2385244
10,6,2024,10,1,1,39.73211
10,7,2024,10,1,1,34.492012
10,8,2024,10,1,1,2.5614438
10,9,2024,10,1,1,5.629208
10,10,2024,10,1,1,5.629208
10,11,2024,10,1,1,2.7605457
10,12,2024,10,1,1,36.30442
10,13,2024,10,1,1,41.36937
10,14,2024,10,1,1,35.57129
10,15,2024,10,1,1,39.409428
10,16,2024,10,1,1,39.409428
10,17,2024,10,1,1,39.17802
10,18,2024,10,1,1,37.12517
10,20,2024,10,1,1,38.491028
10,19,2024,10,1,1,30.560022
10,21,2024,10,1,1,38.491028
10,22,2024,10,1,1,38.718468
10,24,2024,10,1,1,37.750816
10,23,2024,10,1,1,41.879345
10,25,2024,10,1,1,36.67929
10,26,2024,10,1,1,27.265434
10,27,2024,10,1,1,36.601055
10,28,2024,10,1,1,28.697233
10,29,2024,10,1,1,38.80852
10,30,2024,10,1,1,41.836285
10,31,2024,10,1,1,38.661133
10,32,2024,10,1,1,36.72931
10,33,2024,10,1,1,36.72931
11,0,2024,10,1,1,40.468452
11,1,2024,10,1,1,40.40083
11,2,2024,10,1,1,38.352917
11,3,2024,10,1,1,41.541668
11,4,2024,10,1,1,53.265667
11,5,2024,10,1,1,63.17747
11,6,2024,10,1,1,39.043102
11,7,2024,10,1,1,48.97336
11,8,2024,10,1,1,60.32051
11,9,2024,10,1,1,56.076454
11,10,2024,10,1,1,56.076454
11,11,2024,10,1,1,62.33688
11,12,2024,10,1,1,39.063946
11,13,2024,10,1,1,40.128586
11,14,2024,10,1,1,39.695213
11,15,2024,10,1,1,38.95589
11,16,2024,10,1,1,38.95589
11,17,2024,10,1,1,38.79551
11,18,2024,10,1,1,40.34129
11,20,2024,10,1,1,39.470795
11,19,2024,10,1,1,38.843815
11,21,2024,10,1,1,39.470795
11,22,2024,10,1,1,41.0832
11,24,2024,10,1,1,37.293797
11,23,2024,10,1,1,47.348804
11,25,2024,10,1,1,37.771416
11,26,2024,10,1,1,39.785763
11,27,2024,10,1,1,37.136234
11,28,2024,10,1,1,40.60909
11,29,2024,10,1,1,39.263046
11,30,2024,10,1,1,41.558155
11,31,2024,10,1,1,41.353634
11,32,2024,10,1,1,39.202785
11,33,2024,10,1,1,39.202785
12,0,2024,10,1,1,36.695545
12,1,2024,10,1,1,37.669765
12,2,2024,10,1,1,37.106724
12,3,2024,10,1,1,37.513237
12,4,2024,10,1,1,40.576412
12,5,2024,10,1,1,28.01657
12,6,2024,10,1,1,28.254187
12,7,2024,10,1,1,31.552225
12,8,2024,10,1,1,45.14387
12,9,2024,10,1,1,44.405712
12,10,2024,10,1,1,44.405712
12,11,2024,10,1,1,48.951756
12,12,2024,10,1,1,37.701714
12,13,2024,10,1,1,37.711864
12,14,2024,10,1,1,37.4737
12,15,2024,10,1,1,38.386242
12,16,2024,10,1,1,38.386242
12,17,2024,10,1,1,38.22586
12,18,2024,10,1,1,51.017376
12,20,2024,10,1,1,38.216614
12,19,2024,10,1,1,37.967922
12,21,2024,10,1,1,38.216614
12,22,2024,10,1,1,38.047775
12,24,2024,10,1,1,35.649338
12,23,2024,10,1,1,45.60752
12,25,2024,10,1,1,36.126957
12,26,2024,10,1,1,36.58718
12,27,2024,10,1,1,35.168823
12,28,2024,10,1,1,39.484047
12,29,2024,10,1,1,37.557987
12,30,2024,10,1,1,38.573704
12,31,2024,10,1,1,39.964577
12,32,2024,10,1,1,37.50288
12,33,2024,10,1,1,37.50288
0,0,2024,10,2,2,37.11935
0,1,2024,10,2,2,37.03826
0,2,2024,10,2,2,34.056206
0,3,2024,10,2,2,35.834698
0,4,2024,10,2,2,38.297157
0,5,2024,10,2,2,37.315487
0,6,2024,10,2,2,37.32528
0,7,2024,10,2,2,37.170265
0,8,2024,10,2,2,44.98664
0,9,2024,10,2,2,47.803005
0,10,2024,10,2,2,47.803005
0,11,2024,10,2,2,45.154404
0,12,2024,10,2,2,46.31494
0,13,2024,10,2,2,38.055325
0,14,2024,10,2,2,38.670536
0,15,2024,10,2,2,37.418888
0,16,2024,10,2,2,37.418888
0,17,2024,10,2,2,37.384842
0,18,2024,10,2,2,37.32626
0,20,2024,10,2,2,37.781025
0,19,2024,10,2,2,38.18922
0,21,2024,10,2,2,37.75895
0,22,2024,10,2,2,37.878193
0,24,2024,10,2,2,38.33791
0,23,2024,10,2,2,38.13137
0,25,2024,10,2,2,37.862923
0,26,2024,10,2,2,37.018303
0,27,2024,10,2,2,37.628902
0,28,2024,10,2,2,38.137325
0,29,2024,10,2,2,37.31951
0,30,2024,10,2,2,38.283535
0,31,2024,10,2,2,40.0551
0,32,2024,10,2,2,38.951088
0,33,2024,10,2,2,38.951088
1,0,2024,10,2,2,38.21399
1,1,2024,10,2,2,37.920284
1,2,2024,10,2,2,45.122528
1,3,2024,10,2,2,36.663483
1,4,2024,10,2,2,41.618378
1,5,2024,10,2,2,38.275043
1,6,2024,10,2,2,38.739258
1,7,2024,10,2,2,38.35514
1,8,2024,10,2,2,63.797855
1,9,2024,10,2,2,53.750275
1,10,2024,10,2,2,53.750275
1,11,2024,10,2,2,58.15748
1,12,2024,10,2,2,41.92486
1,13,2024,10,2,2,38.725697
1,14,2024,10,2,2,39.523132
1,15,2024,10,2,2,37.566505
1,16,2024,10,2,2,37.566505
1,17,2024,10,2,2,37.53246
1,18,2024,10,2,2,37.15911
1,20,2024,10,2,2,37.95217
1,19,2024,10,2,2,37.321953
1,21,2024,10,2,2,37.945282
1,22,2024,10,2,2,38.08483
1,24,2024,10,2,2,38.738678
1,23,2024,10,2,2,38.320168
1,25,2024,10,2,2,38.303463
1,26,2024,10,2,2,37.466816
1,27,2024,10,2,2,37.556168
1,28,2024,10,2,2,37.254387
1,29,2024,10,2,2,37.376144
1,30,2024,10,2,2,38.68998
1,31,2024,10,2,2,39.87466
1,32,2024,10,2,2,39.979435
1,33,2024,10,2,2,39.979435
2,0,2024,10,2,2,37.16391
2,1,2024,10,2,2,35.806873
2,2,2024,10,2,2,32.922935
2,3,2024,10,2,2,34.2998
2,4,2024,10,2,2,38.033348
2,5,2024,10,2,2,34.16337
2,6,2024,10,2,2,37.56173
2,7,2024,10,2,2,37.399536
2,8,2024,10,2,2,32.97551
2,9,2024,10,2,2,40.19566
2,10,2024,10,2,2,40.19566
2,11,2024,10,2,2,41.97382
2,12,2024,10,2,2,45.95869
2,13,2024,10,2,2,38.11777
2,14,2024,10,2,2,32.011406
2,15,2024,10,2,2,37.92241
2,16,2024,10,2,2,37.92241
2,17,2024,10,2,2,38.847042
2,18,2024,10,2,2,35.57408
2,20,2024,10,2,2,37.55794
2,19,2024,10,2,2,41.491943
2,21,2024,10,2,2,37.77008
2,22,2024,10,2,2,36.44413
2,24,2024,10,2,2,38.22185
2,23,2024,10,2,2,35.547256
2,25,2024,10,2,2,37.9677
2,26,2024,10,2,2,47.82528
2,27,2024,10,2,2,36.915936
2,28,2024,10,2,2,35.153404
2,29,2024,10,2,2,38.019936
2,30,2024,10,2,2,39.801075
2,31,2024,10,2,2,39.133575
2,32,2024,10,2,2,42.952953
2,33,2024,10,2,2,42.952953
3,0,2024,10,2,2,37.99895
3,1,2024,10,2,2,36.458157
3,2,2024,10,2,2,33.57722
3,3,2024,10,2,2,34.96834
3,4,2024,10,2,2,38.133423
3,5,2024,10,2,2,34.168606
3,6,2024,10,2,2,38.0056
3,7,2024,10,2,2,37.25984
3,8,2024,10,2,2,33.14067
3,9,2024,10,2,2,40.946503
3,10,2024,10,2,2,40.946503
3,11,2024,10,2,2,42.677174
3,12,2024,10,2,2,45.70044
3,13,2024,10,2,2,38.19688
3,14,2024,10,2,2,32.073948
3,15,2024,10,2,2,37.742386
3,16,2024,10,2,2,37.742386
3,17,2024,10,2,2,38.648888
3,18,2024,10,2,2,35.487057
3,20,2024,10,2,2,37.59535
3,19,2024,10,2,2,41.52935
3,21,2024,10,2,2,37.45558
3,22,2024,10,2,2,36.074116
3,24,2024,10,2,2,38.78453
3,23,2024,10,2,2,35.604874
3,25,2024,10,2,2,38.53038
3,26,2024,10,2,2,41.231953
3,27,2024,10,2,2,37.25408
3,28,2024,10,2,2,36.217896
3,29,2024,10,2,2,38.010265
3,30,2024,10,2,2,39.774937
3,31,2024,10,2,2,39.46121
3,32,2024,10,2,2,43.920925
3,33,2024,10,2,2,43.920925
4,0,2024,10,2,2,37.99895
4,1,2024,10,2,2,36.458157
4,2,2024,10,2,2,33.57722
4,3,2024,10,2,2,34.96834
4,4,2024,10,2,2,38.133423
4,5,2024,10,2,2,34.168606
4,6,2024,10,2,2,38.0056
4,7,2024,10,2,2,37.25984
4,8,2024,10,2,2,33.14067
4,9,2024,10,2,2,40.946503
4,10,2024,10,2,2,40.946503
4,11,2024,10,2,2,42.677174
4,12,2024,10,2,2,45.70044
4,13,2024,10,2,2,38.19688
4,14,2024,10,2,2,32.073948
4,15,2024,10,2,2,37.742386
4,16,2024,10,2,2,37.742386
4,17,2024,10,2,2,38.648888
4,18,2024,10,2,2,35.487057
4,20,2024,10,2,2,37.59535
4,19,2024,10,2,2,41.52935
4,21,2024,10,2,2,37.45558
4,22,2024,10,2,2,36.074116
4,24,2024,10,2,2,38.78453
4,23,2024,10,2,2,35.604874
4,25,2024,10,2,2,38.53038
4,26,2024,10,2,2,41.231953
4,27,2024,10,2,2,37.25408
4,28,2024,10,2,2,36.217896
4,29,2024,10,2,2,38.010265
4,30,2024,10,2,2,39.774937
4,31,2024,10,2,2,39.46121
4,32,2024,10,2,2,43.920925
4,33,2024,10,2,2,43.920925
5,0,2024,10,2,2,37.953712
5,1,2024,10,2,2,36.57899
5,2,2024,10,2,2,36.397785
5,3,2024,10,2,2,37.137096
5,4,2024,10,2,2,39.833954
5,5,2024,10,2,2,44.973736
5,6,2024,10,2,2,38.72973
5,7,2024,10,2,2,38.78688
5,8,2024,10,2,2,37.73855
5,9,2024,10,2,2,38.611145
5,10,2024,10,2,2,38.611145
5,11,2024,10,2,2,36.054756
5,12,2024,10,2,2,38.038025
5,13,2024,10,2,2,37.78551
5,14,2024,10,2,2,37.62655
5,15,2024,10,2,2,37.775597
5,16,2024,10,2,2,37.775597
5,17,2024,10,2,2,37.757465
5,18,2024,10,2,2,37.91515
5,20,2024,10,2,2,38.034832
5,19,2024,10,2,2,38.459698
5,21,2024,10,2,2,37.918972
5,22,2024,10,2,2,37.711323
5,24,2024,10,2,2,37.940166
5,23,2024,10,2,2,37.56163
5,25,2024,10,2,2,37.63143
5,26,2024,10,2,2,37.707222
5,27,2024,10,2,2,37.50232
5,28,2024,10,2,2,37.720413
5,29,2024,10,2,2,37.363297
5,30,2024,10,2,2,38.10177
5,31,2024,10,2,2,38.97583
5,32,2024,10,2,2,38.40711
5,33,2024,10,2,2,38.40711
6,0,2024,10,2,2,37.7869
6,1,2024,10,2,2,36.412178
6,2,2024,10,2,2,36.230972
6,3,2024,10,2,2,36.970284
6,4,2024,10,2,2,40.08795
6,5,2024,10,2,2,45.227734
6,6,2024,10,2,2,38.871162
6,7,2024,10,2,2,38.928314
6,8,2024,10,2,2,38.046795
6,9,2024,10,2,2,38.91939
6,10,2024,10,2,2,38.91939
6,11,2024,10,2,2,36.36875
6,12,2024,10,2,2,38.009235
6,13,2024,10,2,2,37.75672
6,14,2024,10,2,2,37.59776
6,15,2024,10,2,2,37.746807
6,16,2024,10,2,2,37.746807
6,17,2024,10,2,2,37.728676
6,18,2024,10,2,2,37.88636
6,20,2024,10,2,2,38.006042
6,19,2024,10,2,2,38.43091
6,21,2024,10,2,2,37.890182
6,22,2024,10,2,2,37.682533
6,24,2024,10,2,2,37.911377
6,23,2024,10,2,2,37.53284
6,25,2024,10,2,2,37.602642
6,26,2024,10,2,2,37.678432
6,27,2024,10,2,2,37.47353
6,28,2024,10,2,2,37.691624
6,29,2024,10,2,2,37.334507
6,30,2024,10,2,2,38.07298
6,31,2024,10,2,2,38.94704
6,32,2024,10,2,2,38.37832
6,33,2024,10,2,2,38.37832
7,0,2024,10,2,2,38.22064
7,1,2024,10,2,2,36.995495
7,2,2024,10,2,2,37.10736
7,3,2024,10,2,2,37.47311
7,4,2024,10,2,2,39.14372
7,5,2024,10,2,2,43.5172
7,6,2024,10,2,2,36.721092
7,7,2024,10,2,2,36.752293
7,8,2024,10,2,2,25.90649
7,9,2024,10,2,2,34.625675
7,10,2024,10,2,2,34.625675
7,11,2024,10,2,2,32.09003
7,12,2024,10,2,2,36.94634
7,13,2024,10,2,2,37.771667
7,14,2024,10,2,2,37.551624
7,15,2024,10,2,2,37.700672
7,16,2024,10,2,2,37.700672
7,17,2024,10,2,2,37.68254
7,18,2024,10,2,2,37.972893
7,20,2024,10,2,2,38.11795
7,19,2024,10,2,2,38.83614
7,21,2024,10,2,2,38.00209
7,22,2024,10,2,2,37.79444
7,24,2024,10,2,2,38.023285
7,23,2024,10,2,2,37.64475
7,25,2024,10,2,2,37.71455
7,26,2024,10,2,2,38.52328
7,27,2024,10,2,2,37.55021
7,28,2024,10,2,2,37.516327
7,29,2024,10,2,2,37.657104
7,30,2024,10,2,2,38.202026
7,31,2024,10,2,2,39.076088
7,32,2024,10,2,2,38.72273
7,33,2024,10,2,2,38.72273
8,0,2024,10,2,2,39.776558
8,1,2024,10,2,2,38.28617
8,2,2024,10,2,2,22.164337
8,3,2024,10,2,2,38.231495
8,4,2024,10,2,2,33.868958
8,5,2024,10,2,2,11.656337
8,6,2024,10,2,2,37.160656
8,7,2024,10,2,2,36.721848
8,8,2024,10,2,2,1.6095365
8,9,2024,10,2,2,-0.7085667
8,10,2024,10,2,2,-0.7085667
8,11,2024,10,2,2,-1.3400322
8,12,2024,10,2,2,35.16564
8,13,2024,10,2,2,36.78627
8,14,2024,10,2,2,34.231903
8,15,2024,10,2,2,37.399242
8,16,2024,10,2,2,37.399242
8,17,2024,10,2,2,37.38111
8,18,2024,10,2,2,37.37454
8,20,2024,10,2,2,37.59226
8,19,2024,10,2,2,36.15322
8,21,2024,10,2,2,37.49934
8,22,2024,10,2,2,37.340126
8,24,2024,10,2,2,37.92087
8,23,2024,10,2,2,37.340084
8,25,2024,10,2,2,37.421906
8,26,2024,10,2,2,32.863213
8,27,2024,10,2,2,36.91653
8,28,2024,10,2,2,34.011944
8,29,2024,10,2,2,37.913406
8,30,2024,10,2,2,38.380596
8,31,2024,10,2,2,37.25489
8,32,2024,10,2,2,36.83758
8,33,2024,10,2,2,36.83758
9,0,2024,10,2,2,41.021416
9,1,2024,10,2,2,37.270042
9,2,2024,10,2,2,7.8922935
9,3,2024,10,2,2,38.352055
9,4,2024,10,2,2,26.825937
9,5,2024,10,2,2,13.788209
9,6,2024,10,2,2,39.784378
9,7,2024,10,2,2,36.23387
9,8,2024,10,2,2,4.0080743
9,9,2024,10,2,2,5.5030475
9,10,2024,10,2,2,5.5030475
9,11,2024,10,2,2,3.6768224
9,12,2024,10,2,2,36.751484
9,13,2024,10,2,2,40.470493
9,14,2024,10,2,2,33.750603
9,15,2024,10,2,2,38.54246
9,16,2024,10,2,2,38.54246
9,17,2024,10,2,2,38.675686
9,18,2024,10,2,2,36.787426
9,20,2024,10,2,2,37.717392
9,19,2024,10,2,2,31.106169
9,21,2024,10,2,2,37.754528
9,22,2024,10,2,2,37.726486
9,24,2024,10,2,2,38.5258
