Bahan_pangan,Daerah,Harga_lag_1,Harga_lag_7,Harga_lag_30,Google_trends,Harga,MYRUSD,THBUSD,USDIDR,SGDIDR,Year,Month,Day,Weekday
3,9,14910,14890,14990,42,13732,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,10,14580,14600,14610,42,13389,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,11,17110,17080,17180,45,15964,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,12,16280,16270,16480,49,14989,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,13,17270,17270,17390,37,16395,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,14,17380,17430,17240,30,16761,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,15,17490,17490,17210,38,17076,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,16,15860,15860,15840,38,14578,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,17,16140,16140,16170,39,14828,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,18,14600,14620,14590,37,13400,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,20,18030,17890,17940,38,18527,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,19,17390,17290,17730,43,16716,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,21,15030,14900,14750,38,13810,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,22,15660,15770,15670,37,14379,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,24,18320,18380,18380,39,20240,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,23,17990,17990,17940,36,18407,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,25,16210,16210,16070,38,14849,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,26,14460,14380,14400,42,13194,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,27,14510,14530,14530,38,13300,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,28,15360,15440,15660,39,14050,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,29,14690,14460,14540,39,13493,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,30,15120,15140,15080,38,13873,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,31,17460,17600,17540,45,17162,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,32,14150,14140,14050,46,12978,3379.0,430.0,14726.0,3379.0,2024,10,1,1
3,33,15450,15350,15510,46,14110,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,0,25510,28650,40700,37,28287,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,1,19810,19100,31790,38,25178,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,2,27100,27070,36470,31,30079,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,3,27140,29490,36030,36,30150,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,4,16380,20360,26290,38,17730,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,5,34270,36760,39890,35,35555,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,6,45930,49100,48210,38,38596,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,7,22270,23360,30160,37,26986,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,8,28730,30500,37910,34,31424,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,9,21570,22380,27420,42,26563,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,10,19670,21140,27510,42,25096,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,11,57820,59510,56660,45,41263,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,12,31440,35290,38850,49,34793,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,13,53780,53970,58050,37,40855,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,14,41910,45020,48290,30,41460,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,15,64290,65280,68110,38,43005,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,16,33370,36200,43490,38,35679,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,17,46880,47290,60100,39,39064,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,18,25290,26190,33260,37,28255,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,20,55450,58040,62260,38,41942,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,19,57210,62200,67680,43,41397,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,21,21990,22470,29670,38,27896,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,22,45540,47930,52150,37,37997,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,24,62840,62840,81810,39,42780,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,23,60640,65100,69170,36,42390,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,25,36930,39270,47150,38,34522,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,26,29920,29840,41550,42,31985,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,27,25550,27150,32620,38,27972,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,28,39650,43270,49840,39,36282,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,29,42140,43590,47060,39,39875,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,30,36310,35310,42610,38,34674,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,31,28520,30910,41480,45,31904,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,32,27560,28570,33940,46,30285,3379.0,430.0,14726.0,3379.0,2024,10,1,1
4,33,22980,24740,34580,46,27285,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,0,0,0,0,37,0,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,1,33490,38550,33960,37,35583,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,2,43160,41590,48710,36,37851,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,3,45990,43750,48590,36,38411,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,4,30420,34400,28440,37,33309,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,5,44170,44840,49280,37,37259,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,6,70400,70730,64540,38,43550,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,7,44100,44900,48180,38,37477,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,8,40760,40780,44540,37,37988,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,9,35430,36370,32440,38,35766,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,10,30830,31600,32860,38,33664,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,11,66110,70770,74940,36,42676,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,12,43410,46480,54780,37,36861,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,13,62410,63890,64230,38,42634,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,14,41720,45180,48890,37,41605,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,15,75950,77670,78830,38,44310,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,16,60980,62760,55650,38,42453,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,17,62790,60300,69250,38,42686,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,18,40590,41070,43160,38,41972,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,20,76800,79880,82270,38,45312,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,19,64170,68050,71130,39,42961,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,21,29420,30890,33150,38,32958,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,22,36690,37270,43970,38,33993,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,24,80880,86700,93220,38,45543,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,23,83050,83600,88810,38,45183,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,25,56010,53410,58860,38,41552,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,26,41060,40590,44800,38,38764,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,27,26140,28590,32500,37,28349,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,28,51300,52390,54230,39,40499,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,29,39870,41320,53050,38,36192,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,30,74260,77130,67900,38,44221,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,31,47400,48100,56330,38,39035,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,32,42370,41370,42090,38,40944,3379.0,430.0,14726.0,3379.0,2024,10,1,1
5,33,43610,46250,57240,38,36921,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,0,30080,30130,29380,37,34815,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,1,38640,39140,36450,37,36998,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,2,35930,36250,35620,36,35594,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,3,32070,33020,33220,36,35348,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,4,31930,32280,33050,36,35210,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,5,36120,36420,36330,37,34769,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,6,31360,31750,32690,38,34497,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,7,31810,31800,31260,38,35011,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,8,33980,34390,34960,37,35662,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,9,33910,34410,34540,38,35916,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,10,31620,32470,32780,38,34560,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,11,42210,42760,39240,36,37652,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,12,29760,32010,32610,37,31980,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,13,38720,38890,40020,38,34284,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,14,40000,39350,37720,37,34535,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,15,48090,47230,47400,38,39295,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,16,35320,35140,34880,38,35729,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,17,41800,41900,40500,38,37562,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,18,34660,33600,34960,38,35691,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,20,47710,46790,46910,38,38948,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,19,48180,47490,47880,39,39258,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,21,39600,39460,40110,38,34792,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,22,41170,42650,43940,38,38996,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,24,50500,51680,53510,38,40012,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,23,44880,44300,44520,38,38087,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,25,29410,30190,28820,38,32332,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,26,31260,30370,32160,38,34132,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,27,26220,26470,25810,37,28900,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,28,32260,32290,31140,39,35611,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,29,33870,32790,33100,38,36342,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,30,33200,33620,34280,38,35984,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,31,33760,33800,34050,38,36641,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,32,31130,31270,31720,38,34362,3379.0,430.0,14726.0,3379.0,2024,10,1,1
6,33,30660,30330,31090,38,33853,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,0,152990,153120,153310,37,59053,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,1,114000,114000,114460,38,43676,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,2,132220,132450,133890,37,47138,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,3,135380,135380,136700,37,48901,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,4,135560,136270,136680,36,49285,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,5,136580,134910,136580,35,52158,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,6,132290,132780,132220,37,47770,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,7,135860,137090,137090,37,52498,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,8,132430,132430,133070,27,45095,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,9,129950,129960,130010,36,43540,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,10,118310,117620,117460,36,45695,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,11,155840,155580,155800,34,53416,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,12,152050,152880,152940,37,59276,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,13,156400,156400,156990,38,58767,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,14,156400,156100,157110,37,62671,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,15,158210,158660,158660,38,55069,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,16,141610,140720,142300,38,54516,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,17,154530,154430,154430,38,55397,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,18,132330,132090,131670,38,46832,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,20,129780,132860,135630,39,44138,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,19,121320,117780,120690,40,46136,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,21,121880,122140,121900,38,46653,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,22,114520,115290,115370,38,45699,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,24,128890,126260,129030,38,44691,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,23,147780,147210,147860,38,56358,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,25,144320,143270,145070,38,54041,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,26,127380,126300,126150,39,46215,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,27,125540,125740,125740,38,46091,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,28,134680,134680,134580,36,50165,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,29,135180,136410,136410,38,49404,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,30,133730,133810,133730,38,48490,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,31,143380,143790,144260,39,53465,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,32,135050,135290,135480,38,50420,3379.0,430.0,14726.0,3379.0,2024,10,1,1
7,33,135160,133930,134130,38,47612,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,0,18030,17990,18070,39,18752,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,1,17380,17330,17420,37,16736,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,2,17950,17730,17690,19,18120,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,3,17640,17600,17640,35,17433,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,4,17000,17000,16860,22,15797,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,5,18410,18410,18410,2,20460,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,6,18350,18190,18340,37,19850,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,7,17310,17450,17470,37,16736,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,8,17680,17690,17710,1,17534,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,9,16920,16930,16810,0,15721,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,10,16660,16550,16440,0,15303,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,11,17930,17840,17770,-1,18198,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,12,17420,17460,17190,35,16898,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,13,18050,17890,17740,37,18727,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,14,18320,18270,18410,34,20009,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,15,17840,17840,17550,38,18019,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,16,17580,17580,17520,38,17312,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,17,15980,15980,16240,38,14737,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,18,17610,17570,17600,37,17415,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,20,19650,19550,19690,38,24454,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,19,19220,19360,19520,36,22876,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,21,17720,17800,17720,38,17747,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,22,18790,18910,18700,37,21608,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,24,20290,20530,20340,38,23805,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,23,19680,19680,19730,37,24583,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,25,17510,17510,17410,37,17236,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,26,18210,18010,18090,33,19266,3379.0,430.0,14726.0,3379.0,2024,10,1,1
8,27,17590,17780,17750,36,17501,3379.0,430.0,14726.0,3379.0,2024,10,1,1
